"TIME","GEO","UNIT","NACE_R2","Value","Flag and Footnotes"
"2016","France","Percentage","Arts, entertainment and recreation","27.0",""
"2016","France","Percentage","Other service activities","14.0",""
"2016","Croatia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","11.6",""
"2016","Croatia","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","11.6",""
"2016","Croatia","Percentage","Business economy","11.1",""
"2016","Croatia","Percentage","Mining and quarrying","3.8",""
"2016","Croatia","Percentage","Manufacturing","20.6",""
"2016","Croatia","Percentage","Electricity, gas, steam and air conditioning supply","1.1",""
"2016","Croatia","Percentage","Water supply; sewerage, waste management and remediation activities","-2.6",""
"2016","Croatia","Percentage","Construction","-13.9",""
"2016","Croatia","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","16.4",""
"2016","Croatia","Percentage","Transportation and storage","0.3",""
"2016","Croatia","Percentage","Accommodation and food service activities","13.3",""
"2016","Croatia","Percentage","Information and communication","11.5",""
"2016","Croatia","Percentage","Financial and insurance activities","4.9",""
"2016","Croatia","Percentage","Real estate activities","8.2",""
"2016","Croatia","Percentage","Professional, scientific and technical activities","16.3",""
"2016","Croatia","Percentage","Administrative and support service activities","-14.0",""
"2016","Croatia","Percentage","Public administration and defence; compulsory social security","11.5",""
"2016","Croatia","Percentage","Education","15.3",""
"2016","Croatia","Percentage","Human health and social work activities","14.3",""
"2016","Croatia","Percentage","Arts, entertainment and recreation","14.4",""
"2016","Croatia","Percentage","Other service activities","22.0",""
"2016","Italy","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",":",""
"2016","Italy","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","5.3","p"
"2016","Italy","Percentage","Business economy","16","p"
"2016","Italy","Percentage","Mining and quarrying",":","c"
"2016","Italy","Percentage","Manufacturing","16.7","p"
"2016","Italy","Percentage","Electricity, gas, steam and air conditioning supply",":","c"
"2016","Italy","Percentage","Water supply; sewerage, waste management and remediation activities",":","c"
"2016","Italy","Percentage","Construction",":","c"
"2016","Italy","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","16.3","p"
"2016","Italy","Percentage","Transportation and storage","7.1","p"
"2016","Italy","Percentage","Accommodation and food service activities","8.7","p"
"2016","Italy","Percentage","Information and communication","18.9","p"
"2016","Italy","Percentage","Financial and insurance activities","18.1","p"
"2016","Italy","Percentage","Real estate activities",":","c"
"2016","Italy","Percentage","Professional, scientific and technical activities","28.9","p"
"2016","Italy","Percentage","Administrative and support service activities","9.2","p"
"2016","Italy","Percentage","Public administration and defence; compulsory social security",":",""
"2016","Italy","Percentage","Education",":","c"
"2016","Italy","Percentage","Human health and social work activities","28.1","p"
"2016","Italy","Percentage","Arts, entertainment and recreation",":","c"
"2016","Italy","Percentage","Other service activities","6.4","p"
"2016","Cyprus","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","12.6",""
"2016","Cyprus","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","12.3",""
"2016","Cyprus","Percentage","Business economy","19.9",""
"2016","Cyprus","Percentage","Mining and quarrying","29.3","u"
"2016","Cyprus","Percentage","Manufacturing","27.2",""
"2016","Cyprus","Percentage","Electricity, gas, steam and air conditioning supply","1.7","u"
"2016","Cyprus","Percentage","Water supply; sewerage, waste management and remediation activities","-8.6","u"
"2016","Cyprus","Percentage","Construction","4.7","u"
"2016","Cyprus","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","26.0",""
"2016","Cyprus","Percentage","Transportation and storage","23.7",""
"2016","Cyprus","Percentage","Accommodation and food service activities","16.7",""
"2016","Cyprus","Percentage","Information and communication","14.2",""
"2016","Cyprus","Percentage","Financial and insurance activities","22.1",""
"2016","Cyprus","Percentage","Real estate activities","-19.6","u"
"2016","Cyprus","Percentage","Professional, scientific and technical activities","32.7",""
"2016","Cyprus","Percentage","Administrative and support service activities","6.5",""
"2016","Cyprus","Percentage","Public administration and defence; compulsory social security","14.4",""
"2016","Cyprus","Percentage","Education","13.2",""
"2016","Cyprus","Percentage","Human health and social work activities","15.0",""
"2016","Cyprus","Percentage","Arts, entertainment and recreation","53","u"
"2016","Cyprus","Percentage","Other service activities","30.9","u"
"2016","Latvia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","17.8",""
"2016","Latvia","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","19.7",""
"2016","Latvia","Percentage","Business economy","18.7",""
"2016","Latvia","Percentage","Mining and quarrying","28.6",""
"2016","Latvia","Percentage","Manufacturing","20.4",""
"2016","Latvia","Percentage","Electricity, gas, steam and air conditioning supply","12.4",""
"2016","Latvia","Percentage","Water supply; sewerage, waste management and remediation activities","16.9",""
"2016","Latvia","Percentage","Construction","8.1",""
"2016","Latvia","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","24.2",""
"2016","Latvia","Percentage","Transportation and storage","11.1",""
"2016","Latvia","Percentage","Accommodation and food service activities","20.3",""
"2016","Latvia","Percentage","Information and communication","23.8",""
"2016","Latvia","Percentage","Financial and insurance activities","28.8",""
"2016","Latvia","Percentage","Real estate activities","16.8",""
"2016","Latvia","Percentage","Professional, scientific and technical activities","14.5",""
"2016","Latvia","Percentage","Administrative and support service activities","16.6",""
"2016","Latvia","Percentage","Public administration and defence; compulsory social security","-1.1",""
"2016","Latvia","Percentage","Education","5.4",""
"2016","Latvia","Percentage","Human health and social work activities","19.6",""
"2016","Latvia","Percentage","Arts, entertainment and recreation","20.3",""
"2016","Latvia","Percentage","Other service activities","9.9",""
"2016","Lithuania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","13.5",""
"2016","Lithuania","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","14.4",""
"2016","Lithuania","Percentage","Business economy","18.6",""
"2016","Lithuania","Percentage","Mining and quarrying","6.6",""
"2016","Lithuania","Percentage","Manufacturing","25.9",""
"2016","Lithuania","Percentage","Electricity, gas, steam and air conditioning supply","10.6",""
"2016","Lithuania","Percentage","Water supply; sewerage, waste management and remediation activities","14.7",""
"2016","Lithuania","Percentage","Construction","2.5",""
"2016","Lithuania","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","26.0",""
"2016","Lithuania","Percentage","Transportation and storage","-7.6",""
"2016","Lithuania","Percentage","Accommodation and food service activities","14.7",""
"2016","Lithuania","Percentage","Information and communication","31.0",""
"2016","Lithuania","Percentage","Financial and insurance activities","35.7",""
"2016","Lithuania","Percentage","Real estate activities","13.9",""
"2016","Lithuania","Percentage","Professional, scientific and technical activities","17.8",""
"2016","Lithuania","Percentage","Administrative and support service activities","12.5",""
"2016","Lithuania","Percentage","Public administration and defence; compulsory social security","4.3",""
"2016","Lithuania","Percentage","Education","2.5",""
"2016","Lithuania","Percentage","Human health and social work activities","28.7",""
"2016","Lithuania","Percentage","Arts, entertainment and recreation","13.5",""
"2016","Lithuania","Percentage","Other service activities","14.8",""
"2016","Luxembourg","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",":",""
"2016","Luxembourg","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","3.9",""
"2016","Luxembourg","Percentage","Business economy","13.3",""
"2016","Luxembourg","Percentage","Mining and quarrying","11.4",""
"2016","Luxembourg","Percentage","Manufacturing","12.8",""
"2016","Luxembourg","Percentage","Electricity, gas, steam and air conditioning supply","2.2",""
"2016","Luxembourg","Percentage","Water supply; sewerage, waste management and remediation activities","12.9",""
"2016","Luxembourg","Percentage","Construction","-4.5",""
"2016","Luxembourg","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","21.0",""
"2016","Luxembourg","Percentage","Transportation and storage","7.5",""
"2016","Luxembourg","Percentage","Accommodation and food service activities","12.1",""
"2016","Luxembourg","Percentage","Information and communication","19.0",""
"2016","Luxembourg","Percentage","Financial and insurance activities","24.5",""
"2016","Luxembourg","Percentage","Real estate activities","18.8",""
"2016","Luxembourg","Percentage","Professional, scientific and technical activities","24.6",""
"2016","Luxembourg","Percentage","Administrative and support service activities","12.1",""
"2016","Luxembourg","Percentage","Public administration and defence; compulsory social security",":",""
"2016","Luxembourg","Percentage","Education","3.7",""
"2016","Luxembourg","Percentage","Human health and social work activities","0.4",""
"2016","Luxembourg","Percentage","Arts, entertainment and recreation","3.3",""
"2016","Luxembourg","Percentage","Other service activities","28.5",""
"2016","Hungary","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","14.3",""
"2016","Hungary","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","14.0",""
"2016","Hungary","Percentage","Business economy","14.0",""
"2016","Hungary","Percentage","Mining and quarrying","-22.3",""
"2016","Hungary","Percentage","Manufacturing","22.0",""
"2016","Hungary","Percentage","Electricity, gas, steam and air conditioning supply","15.8",""
"2016","Hungary","Percentage","Water supply; sewerage, waste management and remediation activities","1.9",""
"2016","Hungary","Percentage","Construction","-11.5",""
"2016","Hungary","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","20.7",""
"2016","Hungary","Percentage","Transportation and storage","-6.4",""
"2016","Hungary","Percentage","Accommodation and food service activities","18.0",""
"2016","Hungary","Percentage","Information and communication","20.6",""
"2016","Hungary","Percentage","Financial and insurance activities","34.2",""
"2016","Hungary","Percentage","Real estate activities","10.9",""
"2016","Hungary","Percentage","Professional, scientific and technical activities","17.1",""
"2016","Hungary","Percentage","Administrative and support service activities","5.9",""
"2016","Hungary","Percentage","Public administration and defence; compulsory social security","13.5",""
"2016","Hungary","Percentage","Education","14.2",""
"2016","Hungary","Percentage","Human health and social work activities","16.5",""
"2016","Hungary","Percentage","Arts, entertainment and recreation","21.9",""
"2016","Hungary","Percentage","Other service activities","8.1",""
"2016","Malta","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",":",""
"2016","Malta","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","11.6",""
"2016","Malta","Percentage","Business economy","15.3",""
"2016","Malta","Percentage","Mining and quarrying","1.2","u"
"2016","Malta","Percentage","Manufacturing","22.6",""
"2016","Malta","Percentage","Electricity, gas, steam and air conditioning supply",":",""
"2016","Malta","Percentage","Water supply; sewerage, waste management and remediation activities","15.8",""
"2016","Malta","Percentage","Construction","1.7",""
"2016","Malta","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","17.5",""
"2016","Malta","Percentage","Transportation and storage","9.5",""
"2016","Malta","Percentage","Accommodation and food service activities","15.4",""
"2016","Malta","Percentage","Information and communication","17.0",""
"2016","Malta","Percentage","Financial and insurance activities","29.9",""
"2016","Malta","Percentage","Real estate activities","28.1","u"
"2016","Malta","Percentage","Professional, scientific and technical activities","27.4",""
"2016","Malta","Percentage","Administrative and support service activities","13.6",""
"2016","Malta","Percentage","Public administration and defence; compulsory social security",":",""
"2016","Malta","Percentage","Education","12.1",""
"2016","Malta","Percentage","Human health and social work activities","18.9",""
"2016","Malta","Percentage","Arts, entertainment and recreation","18.0",""
"2016","Malta","Percentage","Other service activities","14.8",""
"2016","Netherlands","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","14.8",""
"2016","Netherlands","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","15.6",""
"2016","Netherlands","Percentage","Business economy","22.9",""
"2016","Netherlands","Percentage","Mining and quarrying","18.7",""
"2016","Netherlands","Percentage","Manufacturing","19.2",""
"2016","Netherlands","Percentage","Electricity, gas, steam and air conditioning supply","17.5",""
"2016","Netherlands","Percentage","Water supply; sewerage, waste management and remediation activities","7.8","u"
"2016","Netherlands","Percentage","Construction","13.4",""
"2016","Netherlands","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","26.1",""
"2016","Netherlands","Percentage","Transportation and storage","10.7",""
"2016","Netherlands","Percentage","Accommodation and food service activities","10.4",""
"2016","Netherlands","Percentage","Information and communication","17.9",""
"2016","Netherlands","Percentage","Financial and insurance activities","30.1",""
"2016","Netherlands","Percentage","Real estate activities","17.8",""
"2016","Netherlands","Percentage","Professional, scientific and technical activities","23.7",""
"2016","Netherlands","Percentage","Administrative and support service activities","9.9",""
"2016","Netherlands","Percentage","Public administration and defence; compulsory social security","3.2",""
"2016","Netherlands","Percentage","Education","11.3",""
"2016","Netherlands","Percentage","Human health and social work activities","20.4",""
"2016","Netherlands","Percentage","Arts, entertainment and recreation","16.6","u"
"2016","Netherlands","Percentage","Other service activities","16.1",""
"2016","Austria","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",":",""
"2016","Austria","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","20.8",""
"2016","Austria","Percentage","Business economy","22.3",""
"2016","Austria","Percentage","Mining and quarrying","14.4",""
"2016","Austria","Percentage","Manufacturing","21.9",""
"2016","Austria","Percentage","Electricity, gas, steam and air conditioning supply","13.2",""
"2016","Austria","Percentage","Water supply; sewerage, waste management and remediation activities","8.2",""
"2016","Austria","Percentage","Construction","8.3",""
"2016","Austria","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","23.3",""
"2016","Austria","Percentage","Transportation and storage","14.5",""
"2016","Austria","Percentage","Accommodation and food service activities","5.9",""
"2016","Austria","Percentage","Information and communication","20.9",""
"2016","Austria","Percentage","Financial and insurance activities","27.1",""
"2016","Austria","Percentage","Real estate activities","28.7",""
"2016","Austria","Percentage","Professional, scientific and technical activities","30.4",""
"2016","Austria","Percentage","Administrative and support service activities","17.8",""
"2016","Austria","Percentage","Public administration and defence; compulsory social security",":",""
"2016","Austria","Percentage","Education","24.3",""
"2016","Austria","Percentage","Human health and social work activities","14.5",""
"2016","Austria","Percentage","Arts, entertainment and recreation","20.8",""
"2016","Austria","Percentage","Other service activities","27.8",""
"2016","Poland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","7.1",""
"2016","Poland","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","7.1",""
"2016","Poland","Percentage","Business economy","14.9",""
"2016","Poland","Percentage","Mining and quarrying","15.8",""
"2016","Poland","Percentage","Manufacturing","20.3",""
"2016","Poland","Percentage","Electricity, gas, steam and air conditioning supply","5.7",""
"2016","Poland","Percentage","Water supply; sewerage, waste management and remediation activities","-4.5",""
"2016","Poland","Percentage","Construction","-15.3",""
"2016","Poland","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","26.2",""
"2016","Poland","Percentage","Transportation and storage","-4.2",""
"2016","Poland","Percentage","Accommodation and food service activities","12.0",""
"2016","Poland","Percentage","Information and communication","25.6",""
"2016","Poland","Percentage","Financial and insurance activities","30.4",""
"2016","Poland","Percentage","Real estate activities","7.9",""
"2016","Poland","Percentage","Professional, scientific and technical activities","14.6",""
"2016","Poland","Percentage","Administrative and support service activities","1.7",""
"2016","Poland","Percentage","Public administration and defence; compulsory social security","15.3",""
"2016","Poland","Percentage","Education","5.0",""
"2016","Poland","Percentage","Human health and social work activities","13.8",""
"2016","Poland","Percentage","Arts, entertainment and recreation","11.1",""
"2016","Poland","Percentage","Other service activities","32.8",""
"2016","Portugal","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)",":",""
"2016","Portugal","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","13.9",""
"2016","Portugal","Percentage","Business economy","19.2",""
"2016","Portugal","Percentage","Mining and quarrying","-16.2",""
"2016","Portugal","Percentage","Manufacturing","27.6",""
"2016","Portugal","Percentage","Electricity, gas, steam and air conditioning supply","7.9",""
"2016","Portugal","Percentage","Water supply; sewerage, waste management and remediation activities","-21.5",""
"2016","Portugal","Percentage","Construction","-6.7",""
"2016","Portugal","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","21.0",""
"2016","Portugal","Percentage","Transportation and storage","-18.7",""
"2016","Portugal","Percentage","Accommodation and food service activities","17.5",""
"2016","Portugal","Percentage","Information and communication","11.1",""
"2016","Portugal","Percentage","Financial and insurance activities","21.8",""
"2016","Portugal","Percentage","Real estate activities","11.3",""
"2016","Portugal","Percentage","Professional, scientific and technical activities","19.6",""
"2016","Portugal","Percentage","Administrative and support service activities","19.1",""
"2016","Portugal","Percentage","Public administration and defence; compulsory social security",":",""
"2016","Portugal","Percentage","Education","13.9",""
"2016","Portugal","Percentage","Human health and social work activities","27.0",""
"2016","Portugal","Percentage","Arts, entertainment and recreation","40.8",""
"2016","Portugal","Percentage","Other service activities","30.1",""
"2016","Romania","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","3.6","e"
"2016","Romania","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","4.8","e"
"2016","Romania","Percentage","Business economy","7.4","e"
"2016","Romania","Percentage","Mining and quarrying","-12.9","e"
"2016","Romania","Percentage","Manufacturing","19.9","e"
"2016","Romania","Percentage","Electricity, gas, steam and air conditioning supply","3.6","e"
"2016","Romania","Percentage","Water supply; sewerage, waste management and remediation activities","-0.4","e"
"2016","Romania","Percentage","Construction","-21.6","e"
"2016","Romania","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","12.9","e"
"2016","Romania","Percentage","Transportation and storage","-7.7","e"
"2016","Romania","Percentage","Accommodation and food service activities","5.7","e"
"2016","Romania","Percentage","Information and communication","19.4","e"
"2016","Romania","Percentage","Financial and insurance activities","30.1","e"
"2016","Romania","Percentage","Real estate activities","9.8","e"
"2016","Romania","Percentage","Professional, scientific and technical activities","-0.1","e"
"2016","Romania","Percentage","Administrative and support service activities","-27.1","e"
"2016","Romania","Percentage","Public administration and defence; compulsory social security","-1","e"
"2016","Romania","Percentage","Education","8.6","e"
"2016","Romania","Percentage","Human health and social work activities","10.2","e"
"2016","Romania","Percentage","Arts, entertainment and recreation","17","e"
"2016","Romania","Percentage","Other service activities","20","e"
"2016","Slovenia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","7.8",""
"2016","Slovenia","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","8.1",""
"2016","Slovenia","Percentage","Business economy","9.5",""
"2016","Slovenia","Percentage","Mining and quarrying","13.6",""
"2016","Slovenia","Percentage","Manufacturing","14.5",""
"2016","Slovenia","Percentage","Electricity, gas, steam and air conditioning supply","1.4",""
"2016","Slovenia","Percentage","Water supply; sewerage, waste management and remediation activities","-17.5",""
"2016","Slovenia","Percentage","Construction","-26.0",""
"2016","Slovenia","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","19.2",""
"2016","Slovenia","Percentage","Transportation and storage","-20.2",""
"2016","Slovenia","Percentage","Accommodation and food service activities","7.8",""
"2016","Slovenia","Percentage","Information and communication","16.9",""
"2016","Slovenia","Percentage","Financial and insurance activities","22.5",""
"2016","Slovenia","Percentage","Real estate activities","-3.2",""
"2016","Slovenia","Percentage","Professional, scientific and technical activities","3.4",""
"2016","Slovenia","Percentage","Administrative and support service activities","11.1",""
"2016","Slovenia","Percentage","Public administration and defence; compulsory social security","7.5",""
"2016","Slovenia","Percentage","Education","14.2",""
"2016","Slovenia","Percentage","Human health and social work activities","18.9",""
"2016","Slovenia","Percentage","Arts, entertainment and recreation","12.0",""
"2016","Slovenia","Percentage","Other service activities","18.8",""
"2016","Slovakia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","19.0",""
"2016","Slovakia","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","19.2",""
"2016","Slovakia","Percentage","Business economy","20.0",""
"2016","Slovakia","Percentage","Mining and quarrying","17.6",""
"2016","Slovakia","Percentage","Manufacturing","26.1",""
"2016","Slovakia","Percentage","Electricity, gas, steam and air conditioning supply","10.0",""
"2016","Slovakia","Percentage","Water supply; sewerage, waste management and remediation activities","-4.6",""
"2016","Slovakia","Percentage","Construction","3.8",""
"2016","Slovakia","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","28.6",""
"2016","Slovakia","Percentage","Transportation and storage","3.5",""
"2016","Slovakia","Percentage","Accommodation and food service activities","11.6",""
"2016","Slovakia","Percentage","Information and communication","26.3",""
"2016","Slovakia","Percentage","Financial and insurance activities","36.2",""
"2016","Slovakia","Percentage","Real estate activities","26.4",""
"2016","Slovakia","Percentage","Professional, scientific and technical activities","15.8",""
"2016","Slovakia","Percentage","Administrative and support service activities","8.6",""
"2016","Slovakia","Percentage","Public administration and defence; compulsory social security","19.8",""
"2016","Slovakia","Percentage","Education","14.8",""
"2016","Slovakia","Percentage","Human health and social work activities","23.8",""
"2016","Slovakia","Percentage","Arts, entertainment and recreation","19.3",""
"2016","Slovakia","Percentage","Other service activities","-10.8",""
"2016","Finland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","17.2",""
"2016","Finland","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","17.5",""
"2016","Finland","Percentage","Business economy","17.3",""
"2016","Finland","Percentage","Mining and quarrying","15.8",""
"2016","Finland","Percentage","Manufacturing","9.9",""
"2016","Finland","Percentage","Electricity, gas, steam and air conditioning supply","17.1",""
"2016","Finland","Percentage","Water supply; sewerage, waste management and remediation activities","1.4",""
"2016","Finland","Percentage","Construction","3.5",""
"2016","Finland","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","21.3",""
"2016","Finland","Percentage","Transportation and storage","9.0",""
"2016","Finland","Percentage","Accommodation and food service activities","8.8",""
"2016","Finland","Percentage","Information and communication","12.7",""
"2016","Finland","Percentage","Financial and insurance activities","32.0",""
"2016","Finland","Percentage","Real estate activities","17.6",""
"2016","Finland","Percentage","Professional, scientific and technical activities","15.8",""
"2016","Finland","Percentage","Administrative and support service activities","12.5",""
"2016","Finland","Percentage","Public administration and defence; compulsory social security","14.9",""
"2016","Finland","Percentage","Education","13.0",""
"2016","Finland","Percentage","Human health and social work activities","23.2",""
"2016","Finland","Percentage","Arts, entertainment and recreation","9.2",""
"2016","Finland","Percentage","Other service activities","16.6",""
"2016","Sweden","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","12.8",""
"2016","Sweden","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","13.3",""
"2016","Sweden","Percentage","Business economy","10.6",""
"2016","Sweden","Percentage","Mining and quarrying","6.1",""
"2016","Sweden","Percentage","Manufacturing","4.3",""
"2016","Sweden","Percentage","Electricity, gas, steam and air conditioning supply","8.2",""
"2016","Sweden","Percentage","Water supply; sewerage, waste management and remediation activities","-12.0",""
"2016","Sweden","Percentage","Construction","5.5",""
"2016","Sweden","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","14.2",""
"2016","Sweden","Percentage","Transportation and storage","1.4",""
"2016","Sweden","Percentage","Accommodation and food service activities","6.9",""
"2016","Sweden","Percentage","Information and communication","11.6",""
"2016","Sweden","Percentage","Financial and insurance activities","26.3",""
"2016","Sweden","Percentage","Real estate activities","6.4",""
"2016","Sweden","Percentage","Professional, scientific and technical activities","14.0",""
"2016","Sweden","Percentage","Administrative and support service activities","5.6",""
"2016","Sweden","Percentage","Public administration and defence; compulsory social security","7.3",""
"2016","Sweden","Percentage","Education","8.8",""
"2016","Sweden","Percentage","Human health and social work activities","9.1",""
"2016","Sweden","Percentage","Arts, entertainment and recreation","7.7",""
"2016","Sweden","Percentage","Other service activities","7.0",""
"2016","Iceland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","15.6",""
"2016","Iceland","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","15.8",""
"2016","Iceland","Percentage","Business economy","15.7",""
"2016","Iceland","Percentage","Mining and quarrying",":",""
"2016","Iceland","Percentage","Manufacturing","15.1",""
"2016","Iceland","Percentage","Electricity, gas, steam and air conditioning supply","13.3",""
"2016","Iceland","Percentage","Water supply; sewerage, waste management and remediation activities","-0.9","u"
"2016","Iceland","Percentage","Construction","-10.9","u"
"2016","Iceland","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","18.0",""
"2016","Iceland","Percentage","Transportation and storage","18.6",""
"2016","Iceland","Percentage","Accommodation and food service activities",":",""
"2016","Iceland","Percentage","Information and communication","12.2",""
"2016","Iceland","Percentage","Financial and insurance activities","39.3",""
"2016","Iceland","Percentage","Real estate activities",":",""
"2016","Iceland","Percentage","Professional, scientific and technical activities",":",""
"2016","Iceland","Percentage","Administrative and support service activities",":",""
"2016","Iceland","Percentage","Public administration and defence; compulsory social security","11.4",""
"2016","Iceland","Percentage","Education","12.7",""
"2016","Iceland","Percentage","Human health and social work activities","12.8",""
"2016","Iceland","Percentage","Arts, entertainment and recreation",":",""
"2016","Iceland","Percentage","Other service activities",":",""
"2016","Norway","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","14.5",""
"2016","Norway","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","14.5",""
"2016","Norway","Percentage","Business economy","16.7",""
"2016","Norway","Percentage","Mining and quarrying","9.7",""
"2016","Norway","Percentage","Manufacturing","11.6",""
"2016","Norway","Percentage","Electricity, gas, steam and air conditioning supply","11.8",""
"2016","Norway","Percentage","Water supply; sewerage, waste management and remediation activities","-3.9",""
"2016","Norway","Percentage","Construction","-8.6",""
"2016","Norway","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","18.0",""
"2016","Norway","Percentage","Transportation and storage","10.3",""
"2016","Norway","Percentage","Accommodation and food service activities","9.3",""
"2016","Norway","Percentage","Information and communication","11.4",""
"2016","Norway","Percentage","Financial and insurance activities","29.7",""
"2016","Norway","Percentage","Real estate activities","18.3",""
"2016","Norway","Percentage","Professional, scientific and technical activities","20.2",""
"2016","Norway","Percentage","Administrative and support service activities","6.6",""
"2016","Norway","Percentage","Public administration and defence; compulsory social security","15.0",""
"2016","Norway","Percentage","Education","9.5",""
"2016","Norway","Percentage","Human health and social work activities","9.1",""
"2016","Norway","Percentage","Arts, entertainment and recreation","10.2",""
"2016","Norway","Percentage","Other service activities","16.5",""
"2016","Switzerland","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","17.4",""
"2016","Switzerland","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","17.4",""
"2016","Switzerland","Percentage","Business economy","19.6",""
"2016","Switzerland","Percentage","Mining and quarrying","8.3",""
"2016","Switzerland","Percentage","Manufacturing","17.3",""
"2016","Switzerland","Percentage","Electricity, gas, steam and air conditioning supply","11.2",""
"2016","Switzerland","Percentage","Water supply; sewerage, waste management and remediation activities","4.3",""
"2016","Switzerland","Percentage","Construction","7.1",""
"2016","Switzerland","Percentage","Wholesale and retail trade; repair of motor vehicles and motorcycles","22.4",""
"2016","Switzerland","Percentage","Transportation and storage","13.2",""
"2016","Switzerland","Percentage","Accommodation and food service activities","7.3",""
"2016","Switzerland","Percentage","Information and communication","22.0",""
"2016","Switzerland","Percentage","Financial and insurance activities","31.1",""
"2016","Switzerland","Percentage","Real estate activities","21.4",""
"2016","Switzerland","Percentage","Professional, scientific and technical activities","23.3",""
"2016","Switzerland","Percentage","Administrative and support service activities","18.0",""
"2016","Switzerland","Percentage","Public administration and defence; compulsory social security","16.8",""
"2016","Switzerland","Percentage","Education","9.3",""
"2016","Switzerland","Percentage","Human health and social work activities","17.4",""
"2016","Switzerland","Percentage","Arts, entertainment and recreation","15.2",""
"2016","Switzerland","Percentage","Other service activities","17.2",""
"2016","United Kingdom","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","20.3",""
"2016","United Kingdom","Percentage","Industry, construction and services (except public administration, defense, compulsory social security)","20.7",""
"2016","United Kingdom","Percentage","Business economy","21.9",""
"2016","United Kingdom","Percentage","Mining and quarrying","7.1",""
"2016","United Kingdom","Percentage","Manufacturing","18.3",""
"2016","United Kingdom","Percentage","Electricity, gas, steam and air conditioning supply","20.9",""
