"TIME","GEO","WSTATUS","SEX","AGE","UNIT","Value","Flag and Footnotes"
"2019","Iceland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","10.3",""
"2019","Norway","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","8.5",""
"2019","Norway","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","10.2",""
"2019","Switzerland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","11.0",""
"2019","Switzerland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","20.5",""
"2019","Montenegro","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","23.2",""
"2019","Montenegro","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","27.5",""
"2019","North Macedonia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","22.5",""
"2019","North Macedonia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","25.4",""
"2019","Serbia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","18.7",""
"2019","Serbia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","20.5",""
"2019","Turkey","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","15.8",""
"2019","Turkey","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","24.6",""
"2020","Belgium","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","12.0",""
"2020","Belgium","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","14.3",""
"2020","Bulgaria","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","10.4",""
"2020","Bulgaria","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","9.4",""
"2020","Czechia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","3.0",""
"2020","Czechia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","4.5",""
"2020","Denmark","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","10.7",""
"2020","Denmark","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","13.5",""
"2020","Germany (until 1990 former territory of the FRG)","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","8.0","b"
"2020","Germany (until 1990 former territory of the FRG)","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","9.1","b"
"2020","Estonia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","12.0",""
"2020","Estonia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","12.7",""
"2020","Ireland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","15.4",""
"2020","Ireland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","19.5",""
"2020","Greece","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","20.8",""
"2020","Greece","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","31.8",""
"2020","Spain","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","20.4",""
"2020","Spain","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","30.4",""
"2020","France","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","14.8",""
"2020","France","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","19.5",""
"2020","Croatia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","12.5",""
"2020","Croatia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","16.9",""
"2020","Italy","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","19.4",""
"2020","Italy","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","29.2",""
"2020","Cyprus","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","13.2",""
"2020","Cyprus","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","16.3",""
"2020","Latvia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","14.4",""
"2020","Latvia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","12.9",""
"2020","Lithuania","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","11.6",""
"2020","Lithuania","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","10.4",""
"2020","Luxembourg","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","11.7",""
"2020","Luxembourg","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","14.8",""
"2020","Hungary","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","7.1",""
"2020","Hungary","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","8.2",""
"2020","Malta","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","6.2",""
"2020","Malta","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","8.3",""
"2020","Netherlands","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","12.1",""
"2020","Netherlands","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","17.2",""
"2020","Austria","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","11.5",""
"2020","Austria","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","14.6",""
"2020","Poland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","5.4",""
"2020","Poland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","6.8",""
"2020","Portugal","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","12.7",""
"2020","Portugal","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","15.7",""
"2020","Romania","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","10.4",""
"2020","Romania","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","9.5",""
"2020","Slovenia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","8.5",""
"2020","Slovenia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","11.1",""
"2020","Slovakia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","8.3",""
"2020","Slovakia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","9.3",""
"2020","Finland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","20.2",""
"2020","Finland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","20.7",""
"2020","Sweden","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","16.5",""
"2020","Sweden","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","19.2",""
"2020","Iceland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","12.1","b"
"2020","Iceland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","14.8","b"
"2020","Norway","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","10.2",""
"2020","Norway","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","12.1",""
"2020","Switzerland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","12.1",""
"2020","Switzerland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","21.4",""
"2020","Montenegro","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","28.9",""
"2020","Montenegro","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","31.5",""
"2020","North Macedonia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","23.9",""
"2020","North Macedonia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","24.0",""
"2020","Serbia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","18.4",""
"2020","Serbia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","19.6",""
"2020","Turkey","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","20.4",""
"2020","Turkey","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","31.1",""
"2021","Belgium","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","11.6",""
"2021","Belgium","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","14.3",""
"2021","Bulgaria","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","9.3",""
"2021","Bulgaria","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","8.9",""
"2021","Czechia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","3.0",""
"2021","Czechia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","4.9",""
"2021","Denmark","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","9.7",""
"2021","Denmark","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","11.9",""
"2021","Germany (until 1990 former territory of the FRG)","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","7.5",""
"2021","Germany (until 1990 former territory of the FRG)","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","8.4",""
"2021","Estonia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","11.2",""
"2021","Estonia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","11.2",""
"2021","Ireland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","14.4",""
"2021","Ireland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","17.7",""
"2021","Greece","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","16.9",""
"2021","Greece","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","28.6",""
"2021","Spain","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","19.1","d"
"2021","Spain","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","29.5","d"
"2021","France","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","13.8","d"
"2021","France","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","18.2","d"
"2021","Croatia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","11.6",""
"2021","Croatia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","14.0",""
"2021","Italy","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","19.0",""
"2021","Italy","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","27.6",""
"2021","Cyprus","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","13.4",""
"2021","Cyprus","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","16.8",""
"2021","Latvia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","14.4",""
"2021","Latvia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","13.7",""
"2021","Lithuania","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","10.7",""
"2021","Lithuania","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","9.9",""
"2021","Luxembourg","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","10.5",""
"2021","Luxembourg","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","15.4",""
"2021","Hungary","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","6.6",""
"2021","Hungary","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","7.9",""
"2021","Malta","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","5.3",""
"2021","Malta","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","5.8",""
"2021","Netherlands","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","11.0",""
"2021","Netherlands","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","15.6",""
"2021","Austria","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","10.7",""
"2021","Austria","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","14.1",""
"2021","Poland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","5.2",""
"2021","Poland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","6.3",""
"2021","Portugal","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","11.5",""
"2021","Portugal","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","13.7",""
"2021","Romania","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","9.8",""
"2021","Romania","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","9.2",""
"2021","Slovenia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","8.1",""
"2021","Slovenia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","11.1",""
"2021","Slovakia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","8.6",""
"2021","Slovakia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","9.3",""
"2021","Finland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","16.1",""
"2021","Finland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","17.4",""
"2021","Sweden","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","16.4",""
"2021","Sweden","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","19.8",""
"2021","Iceland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","18.3",""
"2021","Iceland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","25.6",""
"2021","Norway","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","10.6","b"
"2021","Norway","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","13.1","b"
"2021","Switzerland","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","11.5",""
"2021","Switzerland","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","19.0",""
"2021","Montenegro","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force",":",""
"2021","Montenegro","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force",":",""
"2021","North Macedonia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force",":",""
"2021","North Macedonia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force",":",""
"2021","Serbia","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force","17.1",""
"2021","Serbia","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force","19.6",""
"2021","Turkey","Labour market slack","Males","From 15 to 74 years","Percentage of extended labour force",":",""
"2021","Turkey","Labour market slack","Females","From 15 to 74 years","Percentage of extended labour force",":",""
